mean_consumption,max_consumption,min_consumption,std_consumption,total_consumption,FLAG
0.9487172011661809,18.29,0.0,3.095362472335951,980.973586005831,1
4.611763313609467,44.57,0.0,6.427134144649781,4768.563266272189,1
8.324207573632538,79.71,0.0,8.544865363629482,8607.230631136044,1
3.642027559055118,40.98,0.0,7.932573564272366,3765.856496062992,1
67.84081920903955,399.4,0.0,37.64747416493499,70147.4070621469,1
8.500826446280993,50.0,0.0,8.118458974870975,8789.854545454546,1
10.514506024096384,23.27,0.0,3.7041150486688847,10871.999228915662,1
6.710029411764706,22.57,0.0,3.147170750981759,6938.170411764706,1
16.964981458590856,102.19,0.0,9.615294167175458,17541.790828182944,1
53.154059945504095,88.94,0.0,14.344138835291552,54961.29798365123,1
9.186371841155236,65.3,0.0,8.125808060638379,9498.708483754514,1
0.1593776371308017,32.35,0.0,1.7458340769406104,164.79647679324896,1
3.271371595330739,14.96,0.0,3.270600977077307,3382.598229571984,1
8.485796676441838,63.1,0.0,11.335642787735553,8774.313763440861,1
14.38908011869436,48.9,0.0,10.14872973536785,14878.30884272997,1
14.31396569122099,43.01,0.0,8.51040884888912,14800.640524722503,1
0.14859785783836416,18.8,0.0,0.9558156331654006,153.65018500486855,1
25.3969900990099,74.67,0.0,10.615269393114067,26260.487762376237,1
8.97408256880734,67.03,0.0,5.046692756291601,9279.20137614679,1
11.343609756097562,65.36,0.0,11.730123170176624,11729.29248780488,1
0.0,0.0,0.0,0.0,0.0,1
0.0867657142857143,14.98,0.0,0.8074774861147619,89.71574857142858,1
0.4251937984496124,22.64,0.0,1.6534675820115514,439.65038759689924,1
10.076248704663213,89.69,0.0,13.820753563438151,10418.841160621761,1
14.240913770913771,36.62,0.0,6.998353716742905,14725.104839124839,1
4.7837475728155345,41.71,0.0,7.658230628197677,4946.394990291263,1
17.27053225806452,49.24,0.0,9.24333251887838,17857.730354838714,1
33.79224606580829,96.02,0.0,15.808105092495099,34941.182432045774,1
4.5855804878048785,43.75,0.0,7.154463149801535,4741.490224390244,1
16.38118977384464,80.43,0.0,14.930633188704924,16938.150226155358,1
7.114690873405299,74.24,0.0,9.60247525656172,7356.590363101079,1
6.1549734748010625,64.72,0.0,7.975848772955191,6364.242572944298,1
0.619874031007752,14.66,0.0,1.83292673342145,640.9497480620155,1
1.9988183593750004,14.76,0.0,1.8980130411997236,2066.7781835937503,1
4.453365758754863,81.63,0.0,10.150699323758445,4604.780194552529,1
3.0142076502732236,26.26,0.0,3.4751786683128785,3116.6907103825133,1
4.749348249027237,25.91,0.0,4.245474951489404,4910.826089494163,1
12.286588957055216,66.2,0.0,7.080110827482112,12704.332981595093,1
